# iperf3 -p 5201 -c 10.45.0.5 -b 45M -t 0 --logfile /tmp/iperf3.log &
# Radar_Char,prf=400,gain=60,cFreq=3408100000.0,PW=0.0001,T=20,bw=2000000.0,sampRate=20000000.0
# gnb_config,gnb_id=411,gnb_id_bit_length=32,log={"filename":"/tmp/gnb.log","all_level":"info","lib_level":"warning","e2ap_level":"warning","config_level":"info","tracing_filename":"/tmp/tracing.log","rrc_level":"debug","ngap_level":"info","sec_level":"warning","pdcp_level":"warning","sdap_level":"warning","cu_level":"warning","mac_level":"info","rlc_level":"warning","f1ap_level":"warning","f1u_level":"warning","gtpu_level":"warning","du_level":"warning","f1ap_json_enabled":false,"fapi_level":"warning","hal_level":"warning","broadcast_enabled":false,"ofh_level":"warning","radio_level":"info","phy_level":"warning"},metrics={"autostart_stdout_metrics":true,"enable_log":true},cu_cp={"amf":{"addr":"127.0.0.5","port":38412,"bind_addr":"127.0.0.5","supported_tracking_areas":"tac: 1\nplmn_list:\n  - plmn: 00101\n    tai_slice_support_list:\n      - sst: 1"},"mobility":{"trigger_handover_from_measurements":true,"cells":[{"nr_cell_id":6576,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6577,"report_configs":[2]}]},{"nr_cell_id":6577,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6576,"report_configs":[2]}]}],"report_configs":[{"report_cfg_id":1,"report_type":"periodical","report_interval_ms":480},{"report_cfg_id":2,"report_type":"event_triggered","event_triggered_report_type":"a3","meas_trigger_quantity":"rsrp","meas_trigger_quantity_offset_db":3,"hysteresis_db":0,"time_to_trigger_ms":100}]}},pcap={"ngap_filename":"/tmp/gnb_ngap.pcap","ngap_enable":false,"f1ap_filename":"/tmp/gnb_f1ap.pcap","f1ap_enable":false,"mac_filename":"/tmp/gnb_mac.pcap","mac_enable":false},cell_cfg={"pci":1,"dl_arfcn":627340,"band":78,"common_scs":30,"channel_bandwidth_MHz":20,"plmn":65,"tac":1,"ssb":{"ssb_block_power_dbm":-25},"pdsch":{"olla_target_bler":0.1},"pucch":{"p0_nominal":-84}},ru_sdr={"srate":23.04,"device_driver":"uhd","device_args":"type=b200,serial=315AF4C,num_recv_frames=64,num_send_frames=64","tx_gain":75,"rx_gain":60,"clock":"external","otw_format":"sc12"}
time,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,max_pucch_harq_delay,events,slot,type,pci,rnti,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,max_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,total_ul_brate,max_ce_delay,ul_olla,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_pci,ue_rnti,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_max_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_total_ul_brate,ue_max_ce_delay,ue_ul_olla,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr,ID,Transfer,Bitrate,Retr,Cwnd
2025-06-05 15:05:07.776819,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,37usec,501.4,20Mbps,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,339kbps,4.5ms,,,,,,,,,,,,,,,,,,4.5ms,,,,1,4601,7,1.0,12,20Mbps,1214,186,13%,1.1M,68932,0.4952504,31.3,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,377ns,n/a,0,4.49ms,4.5ms,4.3ms,4.5ms,4.01ms,4.5ms,3.94ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,2.5,21.0,0.0,1.16
2025-06-05 15:05:08.776946,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,38usec,626.16,20Mbps,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,345kbps,4.5ms,,,,,,,,,,,,,,,,,,4ms,,,,1,4601,7,1.0,11,20Mbps,1278,122,8%,1.14M,68824,,31.7,ovl,1,27,346kbps,51,0,0%,357,0,46,0,0,0,0,0,226ns,n/a,0,4.49ms,4.5ms,4.3ms,4.5ms,4.03ms,4.5ms,3.93ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,2.38,19.9,0.0,1.24
2025-06-05 15:05:09.776873,51,1400,600,0,0,49,0,1,0.0917,0,0,1,13usec,53usec,704.16,20Mbps,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,375kbps,4.5ms,,,,,,,,,,,,,,,,,,4ms,,,,1,4601,6,1.0,11,20Mbps,1332,68,4%,1.23M,69030,1.0992293,32.2,-0.0,1,27,375kbps,55,0,0%,387,0,40,0,0,0,0,0,146ns,n/a,0,4.48ms,4.5ms,4.21ms,4.5ms,4.03ms,4.5ms,3.94ms,,,-0.59200007,0,4601,-105.0,-10.5,18.5,6.0,2.25,18.9,0.0,1.34
2025-06-05 15:05:10.776897,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,37usec,751.3,21Mbps,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,345kbps,4.5ms,,,,,,,,,,,,,,,,,,4.5ms,,,,1,4601,7,1.0,12,21Mbps,1215,185,13%,1.3M,69121,0.50523823,32.1,ovl,1,27,346kbps,51,0,0%,357,0,48,0,0,0,0,0,142ns,n/a,0,4.47ms,4.5ms,4.24ms,4.5ms,4.02ms,4.5ms,3.94ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,2.12,17.8,0.0,1.47
2025-06-05 15:05:11.776985,51,1400,600,0,0,49,0,1,0.0933,0,0,1,13usec,78usec,910.12,20Mbps,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,379kbps,4.5ms,,,,,,,,,,,,,,,,,,4.5ms,,,,1,4601,6,1.0,11,20Mbps,1338,62,4%,1.49M,69086,1.1382447,32.0,ovl,1,27,380kbps,56,0,0%,392,0,40,0,0,0,0,0,152ns,n/a,0,4.49ms,4.5ms,4.34ms,4.5ms,4.02ms,4.5ms,3.94ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,2.12,17.8,0.0,1.61
2025-06-05 15:05:12.776791,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,44usec,999.16,19Mbps,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,345kbps,4.5ms,,,,,,,,,,,,,,,,,,4.5ms,,,,1,4601,6,1.0,11,19Mbps,1261,139,9%,1.58M,69076,1.0003046,32.1,ovl,1,27,346kbps,51,0,0%,357,0,49,0,0,0,0,0,159ns,n/a,0,4.45ms,4.5ms,4.26ms,4.5ms,4.02ms,4.5ms,3.94ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,2.12,17.8,0.0,1.79
2025-06-05 15:05:13.776922,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,40usec,20.16,19Mbps,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,345kbps,4.5ms,,,,,,,,,,,,,,,,,,4ms,,,,1,4601,6,1.0,11,19Mbps,1275,125,8%,1.81M,69079,1.0033381,31.5,ovl,1,27,346kbps,51,0,0%,357,0,49,0,0,0,0,0,340ns,n/a,0,4.48ms,4.5ms,4.32ms,4.5ms,4.03ms,4.5ms,3.94ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,2.38,19.9,0.0,2.02
2025-06-05 15:05:14.776776,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,61usec,132.6,19Mbps,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,339kbps,4.5ms,,,,,,,,,,,,,,,,,,4ms,,,,1,4601,6,1.0,11,19Mbps,1274,126,9%,2M,69142,0.99936825,31.3,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,379ns,n/a,0,4.5ms,4.5ms,4.29ms,4.5ms,4.03ms,4.5ms,3.95ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,4.62,38.8,0.0,2.31
2025-06-05 15:05:15.776855,51,1400,600,0,0,49,0,1,0.108,0,0,1,13usec,40usec,223.1,31Mbps,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,448kbps,4.5ms,,,,,,,,,,,,,,,,,,4.5ms,,,,1,4601,8,1.0,15,31Mbps,1392,8,0%,2.17M,69184,2.1694045,31.6,-0.0,1,27,449kbps,65,0,0%,463,0,24,0,0,0,0,0,337ns,n/a,0,4.5ms,4.5ms,4.32ms,4.5ms,4.02ms,4.5ms,3.95ms,,,-0.59200007,0,4601,-104.0,-10.5,18.0,6.0,5.75,48.2,0.0,2.44
2025-06-05 15:05:16.776790,51,1400,600,0,0,49,0,1,0.0917,0,0,1,12usec,38usec,378.6,45Mbps,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,375kbps,4.5ms,,,,,,,,,,,,,,,,,,4ms,,,,1,4601,12,1.0,23,45Mbps,1247,153,10%,2.24M,69122,,32.3,-0.0,1,27,375kbps,55,0,0%,387,0,38,0,0,0,0,0,180ns,n/a,0,4.46ms,4.5ms,4.19ms,4.5ms,4.02ms,4.5ms,3.94ms,,,-0.59200007,0,4601,-104.0,-10.5,18.5,6.0,5.38,45.1,0.0,2.44
2025-06-05 15:05:17.776903,51,1400,600,0,0,49,0,1,0.0833,0,0,1,12usec,34usec,430.2,48Mbps,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,339kbps,4.5ms,,,,,,,,,,,,,,,,,,4.5ms,,,,1,4601,12,1.0,24,48Mbps,1260,140,10%,2.26M,69043,,32.3,ovl,1,27,339kbps,50,0,0%,350,0,43,0,0,0,0,0,138ns,n/a,0,4.45ms,4.5ms,4.18ms,4.5ms,4.02ms,4.5ms,3.94ms,,,-0.59200007,0,4601,-104.0,-10.5,18.0,6.0,5.62,47.2,0.0,2.44
2025-06-05 15:05:18.776870,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,35usec,551.3,49Mbps,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,339kbps,4.5ms,,,,,,,,,,,,,,,,,,4ms,,,,1,4601,12,1.0,24,49Mbps,1269,131,9%,2.35M,69070,,32.5,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,143ns,n/a,0,4.47ms,4.5ms,4.21ms,4.5ms,4.02ms,4.5ms,3.94ms,,,-0.59200007,0,4601,-104.0,-10.5,18.5,6.0,3.75,46.8,0.0,2.44
2025-06-05 15:05:19.776851,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,42usec,693.6,49Mbps,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,339kbps,4.5ms,,,,,,,,,,,,,,,,,,4.5ms,,,,1,4601,12,1.0,24,49Mbps,1273,127,9%,2.31M,69027,,32.5,ovl,1,27,339kbps,50,0,0%,350,0,47,0,0,0,0,0,150ns,n/a,0,4.47ms,4.5ms,4.21ms,4.5ms,4ms,4ms,3.94ms,,,-0.59200007,0,4601,-104.0,-10.5,18.5,,,,,
2025-06-05 15:05:20.776824,51,1400,600,0,0,26,0,0.542,0.05,0,0,1,10usec,41usec,723.16,27Mbps,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,197kbps,4.5ms,,,,,,,,,,,,,,,,,,4ms,,,,1,4601,12,1.0,24,27Mbps,697,71,9%,0,37203,1.8206234,32.4,ovl,1,27,198kbps,30,0,0%,204,0,29,0,0,0,0,0,157ns,n/a,1,4.5ms,4.5ms,4.25ms,4.5ms,4.02ms,4.5ms,3.94ms,,,-0.59200007,0,4601,-104.0,-10.5,18.5,,,,,
2025-06-05 15:05:21.776803,51,1400,600,0,0,0,0,0.00286,0.00333,0,0,1,8usec,23usec,812.10,2.0kbps,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,9.0kbps,4.5ms,,,,,,,,,,,,,,,,,,4ms,,,,1,4601,10,1.0,21,2.9kbps,2,2,50%,0,8,,33.3,ovl,1,27,9.7kbps,2,0,0%,10,0,2,0,0,0,0,0,170ns,n/a,1,4.5ms,4.5ms,4.5ms,4.5ms,n/a,n/a,4ms,,,-0.59200007,0,4601,-107.0,-10.5,15.5,,,,,
2025-06-05 15:05:22.776834,51,1400,600,0,0,0,0,0.00143,0.00333,0,0,1,8usec,31usec,962.10,2.0kbps,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,9.0kbps,4.5ms,,,,,,,,,,,,,,,,,,4.5ms,,,,1,4601,8,1.0,16,2.1kbps,2,0,0%,0,4,1.8066237,33.2,ovl,1,27,9.7kbps,2,0,0%,10,0,2,0,0,0,0,0,172ns,n/a,1,4.5ms,4.5ms,4.5ms,4.5ms,n/a,n/a,4.25ms,,,-0.59200007,0,4601,-108.0,-10.5,15.5,,,,,
