# iperf3 -p 5201 -c 10.45.0.5 -b 45M -t 0 --logfile /tmp/iperf3.log &
# Radar_Char,prf=100,gain=60,cFreq=3410100000.0,PW=0.0001,T=20,bw=2000000.0,sampRate=20000000.0
# gnb_config,gnb_id=411,gnb_id_bit_length=32,log={"filename":"/tmp/gnb.log","all_level":"info","lib_level":"warning","e2ap_level":"warning","config_level":"info","tracing_filename":"/tmp/tracing.log","rrc_level":"debug","ngap_level":"debug","sec_level":"warning","pdcp_level":"warning","sdap_level":"warning","cu_level":"warning","mac_level":"info","rlc_level":"warning","f1ap_level":"warning","f1u_level":"warning","gtpu_level":"warning","du_level":"warning","f1ap_json_enabled":false,"fapi_level":"warning","hal_level":"warning","broadcast_enabled":false,"ofh_level":"warning","radio_level":"info","phy_level":"warning"},metrics={"autostart_stdout_metrics":true,"enable_log":true},cu_cp={"amf":{"addr":"127.0.0.5","port":38412,"bind_addr":"127.0.0.5","supported_tracking_areas":"tac: 1\nplmn_list:\n  - plmn: 00101\n    tai_slice_support_list:\n      - sst: 1"},"mobility":{"trigger_handover_from_measurements":true,"cells":[{"nr_cell_id":6576,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6577,"report_configs":[2]}]},{"nr_cell_id":6577,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6576,"report_configs":[2]}]}],"report_configs":[{"report_cfg_id":1,"report_type":"periodical","report_interval_ms":480},{"report_cfg_id":2,"report_type":"event_triggered","event_triggered_report_type":"a3","meas_trigger_quantity":"rsrp","meas_trigger_quantity_offset_db":3,"hysteresis_db":0,"time_to_trigger_ms":100}]}},pcap={"ngap_filename":"/tmp/gnb_ngap.pcap","ngap_enable":false,"f1ap_filename":"/tmp/gnb_f1ap.pcap","f1ap_enable":false,"mac_filename":"/tmp/gnb_mac.pcap","mac_enable":false},cell_cfg={"pci":1,"dl_arfcn":627340,"band":78,"common_scs":30,"channel_bandwidth_MHz":20,"plmn":65,"tac":1,"ssb":{"ssb_block_power_dbm":-25},"pdsch":{"olla_target_bler":0.1},"pucch":{"p0_nominal":-84}},ru_sdr={"srate":23.04,"device_driver":"uhd","device_args":"type=b200,serial=315AF4C,num_recv_frames=64,num_send_frames=64","tx_gain":75,"rx_gain":60,"clock":"external","otw_format":"sc12"}
time,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,events,slot,type,rnti,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_events,ue_slot,ue_type,ue_rnti,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr,ID,Transfer,Bitrate,Retr,Cwnd
2025-06-06 17:07:09.930739,51,1400,600,0,0,49,0,1,0.0833,0,0,1,12usec,36usec,162.3,,,,,15Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1274,126,9%,2.02M,69118,0.5137582,29.1,-10.9,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.69100016,172ns,n/a,-7,4.5ms,4.5ms,4.27ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:10.930797,51,1400,600,0,0,49,0,1,0.0867,0,0,1,13usec,38usec,184.1,,,,,15Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1272,128,9%,1.92M,69164,,28.8,-10.9,1,27,346kbps,51,1,1%,364,0,50,2,0,0,0,0,-0.7900002,144ns,n/a,-7,4.48ms,4.5ms,4.31ms,4.04ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:07:11.930806,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,47usec,302.2,,,,,15Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1276,124,8%,1.95M,69163,0.52072805,29.2,-11.0,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.7900002,151ns,n/a,-7,4.49ms,4.5ms,4.2ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:12.930734,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,36usec,444.11,,,,,15Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1272,128,9%,1.96M,69136,0.506713,29.3,-10.9,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.7900002,159ns,n/a,-7,4.46ms,4.5ms,4.25ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-13.5,4.0,,,,,
2025-06-06 17:07:13.930849,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,36usec,534.4,,,,,15Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1276,124,8%,2M,69153,0.52469796,29.1,-10.9,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.7900002,166ns,n/a,-7,4.47ms,4.5ms,4.32ms,4.04ms,4.5ms,4ms,1,4602,-121.0,-13.5,4.0,,,,,
2025-06-06 17:07:14.930689,51,1400,600,0,0,49,0,1,0.09,0,0,1,13usec,37usec,650.4,,,,,15Mbps,366kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1273,127,9%,1.89M,69154,0.509683,29.2,-11.0,1,27,366kbps,54,0,0%,378,0,50,0,0,0,0,0,-0.7900002,173ns,n/a,-7,4.47ms,4.5ms,4.25ms,4ms,4ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:15.930768,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,39usec,686.4,,,,,15Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1273,127,9%,2.03M,69174,,29.1,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.7900002,181ns,n/a,-6,4.46ms,4.5ms,4.24ms,4ms,4ms,4ms,1,4602,-120.0,-14.0,3.5,,,,,
2025-06-06 17:07:16.930802,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,35usec,842.16,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1278,122,8%,1.9M,69115,0.533653,29.2,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.7900002,188ns,n/a,-7,4.47ms,4.5ms,4.27ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:17.930682,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,42usec,913.4,,,,,15Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1274,126,9%,1.89M,69097,0.52963805,29.2,-10.9,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.7900002,173ns,n/a,-7,4.47ms,4.5ms,4.23ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:07:18.930672,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,44usec,998.6,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1272,128,9%,1.9M,69154,0.5066231,29.2,-10.9,1,27,346kbps,51,0,0%,357,0,49,0,0,0,0,0,-0.7900002,139ns,n/a,-7,4.48ms,4.5ms,4.22ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:07:19.930664,51,1400,600,0,0,49,0,1,0.0933,0,0,1,12usec,35usec,135.16,,,,,15Mbps,379kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1275,125,8%,1.94M,69174,0.519608,29.2,-11.0,1,27,380kbps,56,0,0%,392,0,50,0,0,0,0,0,-0.7900002,146ns,n/a,-7,4.48ms,4.5ms,4.29ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:20.930694,51,1400,600,0,0,49,0,1,0.0833,0,0,1,12usec,40usec,255.2,,,,,15Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1276,124,8%,1.93M,69059,,29.2,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.7900002,154ns,n/a,-7,4.48ms,4.5ms,4.3ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:21.930616,51,1400,600,0,0,49,0,1,0.0817,0,0,1,12usec,44usec,306.5,,,,,15Mbps,332kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1270,130,9%,1.95M,69184,0.4925781,29.3,-10.9,1,27,332kbps,49,0,0%,343,0,49,0,0,0,0,0,-0.7900002,161ns,n/a,-7,4.43ms,4.5ms,4.24ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-13.5,4.0,,,,,
2025-06-06 17:07:22.930628,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,37usec,417.3,,,,,15Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1276,124,8%,1.96M,69108,,29.2,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.7900002,169ns,n/a,-7,4.47ms,4.5ms,4.3ms,4.04ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:23.930693,51,1400,600,0,0,49,0,1,0.0867,0,0,1,13usec,46usec,467.16,,,,,15Mbps,352kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1275,125,8%,1.98M,69164,0.52154803,29.2,-10.9,1,27,353kbps,52,0,0%,364,0,50,0,0,0,0,0,-0.7900002,176ns,n/a,-7,4.47ms,4.5ms,4.29ms,4.05ms,4.5ms,4ms,1,4602,-121.0,-13.5,4.0,,,,,
2025-06-06 17:07:24.930603,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,39usec,634.16,,,,,15Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1274,126,9%,1.99M,69164,0.523533,29.3,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.7900002,183ns,n/a,-7,4.48ms,4.5ms,4.25ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:25.930571,51,1400,600,0,0,49,0,1,0.0833,0,0,1,12usec,34usec,671.16,,,,,15Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1273,127,9%,1.99M,69135,,29.3,-10.9,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.7900002,190ns,n/a,-7,4.48ms,4.5ms,4.31ms,4.04ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:26.930585,51,1400,600,0,0,49,0,1,0.0867,0,0,1,13usec,45usec,830.12,,,,,16Mbps,352kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1277,123,8%,1.98M,69156,,29.3,-10.9,1,27,353kbps,52,0,0%,364,0,50,0,0,0,0,0,-0.7900002,164ns,n/a,-7,4.47ms,4.5ms,4.25ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:07:27.930626,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,38usec,869.5,,,,,15Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1269,131,9%,2.02M,69114,0.50248784,29.3,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.7900002,142ns,n/a,-7,4.5ms,4.5ms,4.24ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:28.930634,51,1400,600,0,0,49,0,1,0.0833,0,0,1,12usec,40usec,974.16,,,,,15Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1275,125,8%,1.91M,69105,0.51547277,29.3,-10.9,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.7900002,148ns,n/a,-7,4.48ms,4.5ms,4.21ms,4.02ms,4.5ms,4ms,1,4602,-120.0,-13.5,4.0,,,,,
2025-06-06 17:07:29.930635,51,1400,600,0,0,49,0,1,0.0867,0,0,1,12usec,35usec,91.3,,,,,15Mbps,352kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1273,127,9%,1.95M,69115,0.5004578,29.2,-10.9,1,27,353kbps,52,0,0%,364,0,50,0,0,0,0,0,-0.7900002,155ns,n/a,-7,4.46ms,4.5ms,4.31ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:30.930622,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,35usec,175.6,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1276,124,8%,1.97M,69153,0.5254427,29.2,-11.0,1,27,346kbps,51,0,0%,357,0,50,2,0,0,0,0,-0.7900002,161ns,n/a,-7,4.46ms,4.5ms,4.25ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:31.930578,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,38usec,267.16,,,,,15Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1273,127,9%,1.98M,69174,0.51242775,29.2,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.7900002,169ns,n/a,-7,4.5ms,4.5ms,4.34ms,4ms,4ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:32.930625,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,39usec,415.6,,,,,15Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1275,125,8%,1.98M,69154,0.53041273,29.1,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.7900002,176ns,n/a,-7,4.48ms,4.5ms,4.29ms,4ms,4ms,4ms,1,4602,-121.0,-13.5,4.0,,,,,
2025-06-06 17:07:33.930717,51,1400,600,0,0,49,0,1,0.0833,0,0,1,12usec,42usec,457.16,,,,,15Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1274,126,9%,1.97M,69133,0.52839774,29.2,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.7900002,184ns,n/a,-7,4.48ms,4.5ms,4.25ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:34.930671,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,35usec,602.5,,,,,15Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1275,125,8%,1.97M,69146,0.53438276,29.2,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.7900002,190ns,n/a,-7,4.47ms,4.5ms,4.32ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:35.930716,51,1400,600,0,0,49,0,1,0.0867,0,0,1,12usec,37usec,713.15,,,,,15Mbps,352kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1273,127,9%,1.98M,69136,,29.2,-11.0,1,27,353kbps,52,0,0%,364,0,50,0,0,0,0,0,-0.7900002,158ns,n/a,-7,4.49ms,4.5ms,4.31ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-14.0,4.0,,,,,
2025-06-06 17:07:36.930602,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,39usec,771.16,,,,,16Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1274,126,9%,1.97M,69146,,29.2,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.7900002,142ns,n/a,-7,4.48ms,4.5ms,4.28ms,4.04ms,4.5ms,4ms,1,4602,-121.0,-13.5,4.0,,,,,
2025-06-06 17:07:37.930618,51,1400,600,0,0,49,0,1,0.0867,0,0,1,12usec,35usec,861.16,,,,,15Mbps,352kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1276,124,8%,1.97M,69136,0.54033774,29.2,-11.0,1,27,353kbps,52,0,0%,364,0,49,0,0,0,0,0,-0.7900002,150ns,n/a,-7,4.5ms,4.5ms,4.27ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,4.0,,,,,
2025-06-06 17:07:38.930579,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,39usec,1.3,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1270,130,9%,2.01M,69115,0.50032276,29.3,-10.9,1,27,346kbps,51,0,0%,357,74,50,2,0,0,0,0,-0.7900002,157ns,n/a,-7,4.47ms,4.5ms,4.23ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,4.0,,,,,
2025-06-06 17:07:39.930560,51,1400,600,0,0,49,0,1,0.0883,0,0,1,12usec,38usec,104.16,,,,,15Mbps,359kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1273,127,9%,2.01M,69174,,29.2,-10.9,1,27,360kbps,53,0,0%,371,0,50,2,0,0,0,0,-0.7900002,164ns,n/a,-7,4.5ms,4.5ms,4.28ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:40.930672,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,46usec,175.6,,,,,15Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1275,125,8%,2.02M,69105,,29.2,-10.9,1,27,339kbps,50,0,0%,350,0,49,0,0,0,0,0,-0.7900002,170ns,n/a,-7,4.47ms,4.5ms,4.26ms,4ms,4ms,4ms,1,4602,-121.0,-13.5,4.0,,,,,
2025-06-06 17:07:41.930638,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,34usec,249.11,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1273,127,9%,1.91M,69144,0.51127756,29.3,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.7900002,177ns,n/a,-7,4.47ms,4.5ms,4.26ms,4ms,4ms,4ms,1,4602,-121.0,-13.5,4.0,,,,,
2025-06-06 17:07:42.930694,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,37usec,387.16,,,,,15Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1273,127,9%,1.93M,69136,0.50226253,29.2,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.7900002,184ns,n/a,-7,4.47ms,4.5ms,4.25ms,4.01ms,4.5ms,4ms,1,4602,-120.0,-13.5,4.0,,,,,
2025-06-06 17:07:43.930628,51,1400,600,0,0,49,0,1,0.0867,0,0,1,13usec,55usec,473.3,,,,,15Mbps,352kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1274,126,9%,1.96M,69144,0.5022475,29.2,-10.9,1,27,353kbps,52,0,0%,364,0,50,0,0,0,0,0,-0.7900002,180ns,n/a,-6,4.49ms,4.5ms,4.28ms,4.04ms,4.5ms,4ms,1,4602,-121.0,-13.5,4.0,,,,,
2025-06-06 17:07:44.930732,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,45usec,575.16,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1274,126,9%,1.95M,69105,,29.3,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.7900002,136ns,n/a,-7,4.46ms,4.5ms,4.27ms,4ms,4ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
