time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ul_olla,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_ul_olla
2025-07-24 04:18:07.158733,metric,51,1400,600,0,0,44,0,0.924,0.102,0,0,1,12usec,39usec,96.6,52Mbps,421kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,52Mbps,1270,24,1%,377,62127,-0.0039998605,32.8,-4.9,1,27,422kbps,59,2,3%,481,299,30,0,0,0,0,0,212ns,n/a,10,4.42ms,4.5ms,4.25ms,4.01ms,4.5ms,3.96ms,-0.39600006
2025-07-24 04:18:08.158759,metric,51,1400,600,0,0,40,0,0.857,0.0867,0,0,1,12usec,37usec,266.2,47Mbps,350kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,47Mbps,1179,21,1%,16.4k,56393,0.001000151,33.6,-4.8,1,27,351kbps,52,0,0%,362,10,36,0,0,0,0,0,219ns,n/a,9,4.48ms,4.5ms,4.3ms,4.05ms,4.5ms,3.95ms,-0.39600006
2025-07-24 04:18:09.158709,metric,51,1400,600,0,0,42,0,0.886,0.0983,0,0,1,16usec,281usec,330.6,47Mbps,382kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,47Mbps,1179,61,4%,44.4k,58832,-0.07900004,31.7,-6.7,1,27,383kbps,57,2,3%,409,0,32,5,1,0,2,0,227ns,n/a,10,4.39ms,4.5ms,4.2ms,4.02ms,4.5ms,3.93ms,-0.5940001
2025-07-24 04:18:10.158792,metric,51,1400,600,0,0,41,0,0.881,0.0933,0,0,1,13usec,48usec,432.15,47Mbps,379kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,47Mbps,1192,42,3%,42.7k,58122,0.0059999772,33.2,-4.9,1,27,380kbps,56,0,0%,392,0,42,0,1,0,0,0,232ns,n/a,9,4.47ms,4.5ms,4.32ms,4.05ms,4.5ms,3.94ms,-0.5940001
2025-07-24 04:18:11.158900,metric,51,1400,600,0,0,41,0,0.886,0.0883,0,0,1,13usec,40usec,486.15,45Mbps,344kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,45Mbps,1132,108,8%,330k,58623,-0.5390016,33.5,-5.0,1,27,344kbps,51,2,3%,369,198,48,0,0,0,0,0,183ns,n/a,9,4.47ms,4.5ms,4.29ms,4.09ms,4.5ms,3.96ms,-0.7920002
2025-07-24 04:18:12.158743,metric,51,1400,600,0,0,49,0,1,0.123,0,0,1,13usec,39usec,622.16,45Mbps,443kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,13,1.0,23,45Mbps,1282,118,8%,543k,69122,,32.4,-5.1,1,27,443kbps,64,10,13%,527,0,34,0,0,0,0,0,184ns,n/a,9,4.44ms,4.5ms,4.22ms,4.03ms,4.5ms,3.95ms,-1.7820001
2025-07-24 04:18:13.158870,metric,51,1400,600,0,0,49,0,1,0.115,0,0,1,13usec,41usec,741.6,43Mbps,427kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,21,43Mbps,1371,29,2%,928k,69163,0.7119839,31.3,-4.9,1,27,428kbps,64,4,5%,478,198,33,0,0,0,0,0,190ns,n/a,9,4.47ms,4.5ms,4.22ms,4.01ms,4.5ms,3.94ms,-2.1700006
2025-07-24 04:18:14.158750,metric,51,1400,600,0,0,49,0,1,0.113,0,0,1,13usec,44usec,870.15,46Mbps,422kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,13,1.0,23,46Mbps,1290,110,7%,1.19M,69142,1.035977,31.6,-4.9,1,27,422kbps,63,6,8%,472,0,38,0,0,0,0,0,204ns,n/a,9,4.46ms,4.5ms,4.21ms,4.04ms,4.5ms,3.95ms,-2.7600007
2025-07-24 04:18:15.158768,metric,51,1400,600,0,0,49,0,1,0.122,0,0,1,13usec,39usec,896.4,45Mbps,438kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,13,1.0,23,45Mbps,1261,139,9%,1.42M,69132,1.0489906,32.2,-4.9,1,27,438kbps,61,12,16%,536,0,37,0,0,0,0,0,206ns,n/a,9,4.49ms,4.5ms,4.27ms,4.04ms,4.5ms,3.95ms,-3.9480004
2025-07-24 04:18:16.158796,metric,51,1400,600,0,0,49,0,1,0.118,0,0,1,13usec,47usec,13.1,47Mbps,405kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,23,47Mbps,1314,86,6%,1.26M,69154,1.5070336,33.1,-4.8,1,27,405kbps,59,11,15%,502,0,37,0,0,0,0,0,211ns,n/a,9,4.47ms,4.5ms,4.27ms,4.02ms,4.5ms,3.95ms,
2025-07-24 04:18:17.158758,metric,51,1400,600,0,0,49,0,1,0.108,0,0,1,13usec,37usec,149.2,47Mbps,352kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,24,47Mbps,1272,128,9%,1.3M,69154,1.6590927,33.1,-4.9,1,27,353kbps,52,14,21%,455,0,48,0,0,0,0,0,218ns,n/a,9,4.48ms,4.5ms,4.32ms,4.03ms,4.5ms,3.94ms,-5
2025-07-24 04:18:18.158808,metric,51,1400,600,0,0,49,0,1,0.095,0,0,1,13usec,38usec,170.15,46Mbps,335kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,24,46Mbps,1226,174,12%,1.49M,69100,,32.3,-4.9,1,27,335kbps,51,6,10%,389,0,48,0,0,0,0,0,224ns,n/a,9,4.47ms,4.5ms,4.31ms,4.02ms,4.5ms,3.94ms,-4.9950004
2025-07-24 04:18:19.158907,metric,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,45usec,254.6,46Mbps,314kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,12,1.0,23,46Mbps,1261,139,9%,1.59M,68974,1.48721,31.1,-4.9,1,26,315kbps,51,0,0%,335,0,45,0,0,0,0,0,203ns,n/a,9,4.44ms,4.5ms,4.15ms,4.03ms,4.5ms,3.94ms,-4.9820013
2025-07-24 04:18:20.158818,metric,51,1400,600,0,0,49,0,1,0.09,0,0,1,13usec,55usec,431.3,47Mbps,343kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,24,47Mbps,1260,140,10%,1.68M,69069,1.4992692,32.4,-5.0,1,27,344kbps,52,2,3%,370,0,45,0,0,0,0,0,176ns,n/a,9,4.46ms,4.5ms,4.36ms,4.05ms,4.5ms,3.94ms,-5
2025-07-24 04:18:21.158859,metric,51,1400,600,0,0,49,0,1,0.105,0,0,1,13usec,39usec,468.15,46Mbps,352kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,12,1.0,24,46Mbps,1260,140,10%,1.79M,69080,1.5043286,33.3,-4.9,1,27,353kbps,52,10,16%,441,0,43,0,0,0,0,0,184ns,n/a,9,4.45ms,4.5ms,4.27ms,4.03ms,4.5ms,3.94ms,
2025-07-24 04:18:22.158847,metric,51,1400,600,0,0,49,0,1,0.103,0,0,1,13usec,40usec,618.3,47Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,24,47Mbps,1257,143,10%,1.86M,69084,1.4873879,33.3,-4.9,1,27,346kbps,51,12,19%,434,74,45,0,0,0,0,0,190ns,n/a,9,4.46ms,4.5ms,4.29ms,4.02ms,4.5ms,3.94ms,-5
2025-07-24 04:18:23.158886,metric,51,1400,600,0,0,49,0,1,0.103,0,0,1,13usec,40usec,738.6,47Mbps,332kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,24,47Mbps,1274,126,9%,1.89M,69134,1.7124461,33.1,-4.9,1,27,332kbps,49,12,19%,434,0,44,0,0,0,0,0,204ns,n/a,9,4.46ms,4.5ms,4.25ms,4.02ms,4.5ms,3.95ms,
2025-07-24 04:18:24.158769,metric,51,1400,600,0,0,49,0,1,0.108,0,0,1,13usec,40usec,773.3,46Mbps,352kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,24,46Mbps,1234,166,11%,2.03M,69104,1.5765046,33.0,-4.8,1,27,353kbps,52,14,21%,455,535,49,0,0,0,0,0,205ns,n/a,9,4.47ms,4.5ms,4.33ms,4.01ms,4.5ms,3.95ms,-5
2025-07-24 04:18:25.158881,metric,51,1400,600,0,0,49,0,1,0.105,0,0,1,13usec,40usec,942.15,46Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,23,46Mbps,1257,143,10%,2.13M,69048,1.4955637,31.4,-5.0,1,27,346kbps,51,12,19%,441,0,41,0,0,0,0,0,211ns,n/a,9,4.46ms,4.5ms,4.22ms,4ms,4ms,3.95ms,-5
2025-07-24 04:18:26.158803,metric,51,1400,600,0,0,49,0,1,0.09,0,0,1,13usec,39usec,962.11,47Mbps,334kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,12,1.0,24,47Mbps,1259,141,10%,2.22M,69016,,30.3,-4.9,1,25,335kbps,54,0,0%,371,0,40,0,0,0,0,0,216ns,n/a,9,4.47ms,4.5ms,4.33ms,4.01ms,4.5ms,3.94ms,-4.987001
2025-07-24 04:18:27.158844,metric,51,1400,600,0,0,49,0,1,0.102,0,0,1,13usec,37usec,43.10,46Mbps,341kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,24,46Mbps,1250,150,10%,2.4M,69163,1.5126809,31.2,-5.0,1,27,342kbps,51,10,16%,427,0,46,0,0,0,0,0,224ns,n/a,9,4.44ms,4.5ms,4.28ms,4.04ms,4.5ms,3.95ms,-5
2025-07-24 04:18:28.158935,metric,51,1400,600,0,0,49,0,1,0.11,0,0,1,13usec,49usec,134.15,46Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,12,1.0,24,46Mbps,1242,158,11%,2.39M,69164,1.5277388,32.4,-4.9,1,27,346kbps,51,14,21%,462,0,47,0,0,0,0,0,208ns,n/a,9,4.46ms,4.5ms,4.31ms,4.04ms,4.5ms,3.94ms,
2025-07-24 04:18:29.158809,metric,51,1400,600,0,0,49,0,1,0.107,0,0,1,13usec,36usec,327.16,47Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,24,47Mbps,1265,135,9%,2.44M,69144,1.5017982,33.3,-5.0,1,27,346kbps,51,14,21%,448,0,47,0,0,0,0,0,176ns,n/a,9,4.49ms,4.5ms,4.27ms,4.02ms,4.5ms,3.95ms,-5
2025-07-24 04:18:30.159018,metric,51,1400,600,0,0,49,0,1,0.11,0,0,1,13usec,43usec,396.15,47Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,12,1.0,24,47Mbps,1267,133,9%,2.37M,69123,1.7108566,33.1,-5.0,1,27,346kbps,51,15,22%,462,0,46,0,0,0,0,0,182ns,n/a,9,4.4ms,4.5ms,4.23ms,4.05ms,4.5ms,3.94ms,-5
2025-07-24 04:18:31.158783,metric,51,1400,600,0,0,49,0,1,0.0967,0,0,1,13usec,39usec,518.16,47Mbps,372kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,12,1.0,24,47Mbps,1247,153,10%,2.42M,69121,1.7029148,31.5,-4.9,1,27,372kbps,51,7,12%,501,276,42,0,0,0,0,0,190ns,n/a,9,4.48ms,4.5ms,4.34ms,4.03ms,4.5ms,3.94ms,-4.999
2025-07-24 04:18:32.158839,metric,51,1400,600,0,0,49,0,1,0.112,0,0,1,13usec,42usec,558.11,57Mbps,468kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,57Mbps,1380,20,1%,1.29M,69111,1.829929,33.4,-4.7,1,27,469kbps,66,0,0%,490,276,25,0,0,0,0,0,202ns,n/a,10,4.45ms,4.5ms,4.22ms,4.01ms,4.5ms,3.95ms,-4.999
2025-07-24 04:18:33.158889,metric,51,1400,600,0,0,49,0,1,0.09,0,0,1,13usec,37usec,664.16,57Mbps,366kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,57Mbps,1367,33,2%,31.8k,69093,,33.5,-4.9,1,27,366kbps,54,0,0%,378,10,37,0,0,0,0,0,205ns,n/a,9,4.46ms,4.5ms,4.22ms,4.02ms,4.5ms,3.95ms,-4.999
2025-07-24 04:18:34.158912,metric,51,1400,600,0,0,40,0,0.859,0.085,0,0,1,12usec,39usec,801.10,47Mbps,348kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,47Mbps,1172,31,2%,54k,56534,,33.2,-4.8,1,27,349kbps,52,0,0%,353,0,36,0,0,0,0,0,212ns,n/a,10,4.47ms,4.5ms,4.21ms,4.04ms,4.5ms,3.94ms,-4.999
2025-07-24 04:18:35.158857,metric,51,1400,600,0,0,40,0,0.864,0.085,0,0,1,12usec,38usec,876.15,47Mbps,342kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,47Mbps,1180,29,2%,63.1k,56589,0.99293417,33.5,-4.9,1,27,342kbps,51,0,0%,353,0,45,0,0,0,0,0,219ns,n/a,9,4.47ms,4.5ms,4.2ms,4.02ms,4.5ms,3.95ms,-4.999
2025-07-24 04:18:36.158847,metric,51,1400,600,0,0,40,0,0.861,0.085,0,0,1,12usec,44usec,963.3,47Mbps,340kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,47Mbps,1178,27,2%,78.4k,56579,0.7499341,33.6,-4.8,1,27,340kbps,51,0,0%,351,0,43,0,0,0,0,0,224ns,n/a,9,4.5ms,4.5ms,4.32ms,4.08ms,4.5ms,3.95ms,-4.999
